R,Z,phi,v_parallel,time
1.1594279780851342,0.30304073998979897,-0.024718470638128473,149344.9570463943,2.0599999999999904e-06
1.1590344695357866,0.30447655275423846,-0.024836726070879653,149344.94338740985,2.0699999999999903e-06
1.158639095364695,0.30591185481811395,-0.024954956619388464,149344.92966410986,2.0799999999999902e-06
1.1582418562157322,0.307346643760125,-0.025073162172748544,149344.91587650048,2.08999999999999e-06
1.1578427527358195,0.30878091715972467,-0.025191342620081113,149344.90202458782,2.09999999999999e-06
1.1574417855749277,0.31021467259712304,-0.025309497850535063,149344.88810837807,2.10999999999999e-06
1.1570389553860752,0.31164790765329087,-0.025427627753287045,149344.87412787744,2.11999999999999e-06
1.1566342627573425,0.3130806198980693,-0.0255457321288703,149344.85991583962,2.1299999999999898e-06
1.1562277078414696,0.3145128069824154,-0.025663808269276313,149344.84548438457,2.1399999999999897e-06
1.1558192913493517,0.3159444665003003,-0.025781856064192393,149344.83098820533,2.1499999999999896e-06
1.155409013947757,0.3173755960347471,-0.02589987540352976,149344.81642730892,2.1599999999999895e-06
1.1549968763064995,0.31880619316956266,-0.026017866177237024,149344.8018017024,2.1699999999999894e-06
1.1545828790984378,0.32023625548934104,-0.02613582827530027,149344.78711139277,2.1799999999999893e-06
1.1541670229994747,0.32166578057946693,-0.026253761587743136,149344.7723563872,2.189999999999989e-06
1.1537493086885564,0.3230947660261195,-0.026371666004626922,149344.7575366928,2.199999999999989e-06
1.1533297368476716,0.3245232094162756,-0.026489541416050654,149344.74265231675,2.209999999999989e-06
1.1529083081618505,0.32595110833771385,-0.026607387712151175,149344.72770326625,2.219999999999989e-06
1.152485023319165,0.3273784603790178,-0.02672520478310323,149344.71268954853,2.229999999999989e-06
1.1520598830107267,0.32880526312957964,-0.02684299251911956,149344.69761117082,2.2399999999999887e-06
1.151632887930687,0.3302315141796038,-0.026960750810450972,149344.68246814044,2.2499999999999886e-06
1.1512040387762357,0.33165721112011054,-0.02707847954738644,149344.66726046475,2.2599999999999885e-06
1.150773336247601,0.33308235154293947,-0.027196178620253184,149344.65198815108,2.2699999999999884e-06
1.1503407810480477,0.33450693304075324,-0.027313847919416743,149344.63665120682,2.2799999999999883e-06
1.1499063738838775,0.3359309532070409,-0.027431487335281085,149344.6212496394,2.2899999999999882e-06
1.1494701154644271,0.3373544096361218,-0.027549096758288674,149344.60578345627,2.299999999999988e-06
1.1490320065020685,0.33877729992314876,-0.027666676078920555,149344.59025266493,2.309999999999988e-06
1.1485920477122074,0.34019962166411205,-0.027784225187696448,149344.5746572729,2.319999999999988e-06
1.1481502398132826,0.3416213724558427,-0.02790174397517483,149344.55899728774,2.329999999999988e-06
1.1477065835267655,0.3430425498960162,-0.02801923233195302,149344.54327271704,2.3399999999999878e-06
1.1472610795771587,0.344463151583156,-0.028136690148667255,149344.5274835684,2.3499999999999877e-06
1.146813728691996,0.34588317511663713,-0.028254117315992793,149344.51162984953,2.3599999999999876e-06
1.1463645316018407,0.34730261809668983,-0.02837151372464398,149344.49571156804,2.3699999999999875e-06
1.1459134890402853,0.34872147812440296,-0.02848887926537435,149344.4797287317,2.3799999999999874e-06
1.1454606017439508,0.35013975280172777,-0.028606213828976695,149344.46368134825,2.3899999999999873e-06
1.1450058704524853,0.3515574397314813,-0.02872351730628316,149344.44756942545,2.399999999999987e-06
1.1445492959085635,0.3529745365173501,-0.028840789588165324,149344.43139297114,2.409999999999987e-06
1.1440908788578863,0.35439104076389377,-0.02895803056553429,149344.41515199313,2.419999999999987e-06
1.1436306200491793,0.3558069500765484,-0.029075240129340756,149344.39884649936,2.429999999999987e-06
1.143168520234192,0.3572222620616303,-0.029192418170575118,149344.3824764977,2.439999999999987e-06
1.1427045801676974,0.3586369743263397,-0.02930956458026754,149344.3660419961,2.4499999999999867e-06
1.1422388006074908,0.36005108447876377,-0.029426679249488046,149344.34954300258,2.4599999999999866e-06
1.1417711823143892,0.3614645901278809,-0.0295437620693466,149344.33297952512,2.4699999999999865e-06
1.14130172605223,0.36287748888356386,-0.029660812930993194,149344.31635157176,2.4799999999999864e-06
1.1408304325878706,0.3642897783565834,-0.029777831725617935,149344.2996591506,2.4899999999999863e-06
1.1403573026911875,0.3657014561586119,-0.029894818344451117,149344.2829022697,2.4999999999999862e-06
1.139882337135075,0.36711251990222693,-0.030011772678763322,149344.26608093726,2.509999999999986e-06
1.139405536695445,0.3685229672009148,-0.030128694619865493,149344.24919516145,2.519999999999986e-06
1.1389269021512254,0.3699327956690742,-0.03024558405910902,149344.23224495046,2.529999999999986e-06
1.1384464342843597,0.3713420029220197,-0.030362440887885825,149344.21523031252,2.539999999999986e-06
1.1379641338798059,0.37275058657598525,-0.03047926499762845,149344.19815125593,2.5499999999999857e-06
1.137480001725536,0.37415854424812794,-0.03059605627981014,149344.181007789,2.5599999999999857e-06
1.1369940386125346,0.3755658735565315,-0.03071281462594492,149344.1637999201,2.5699999999999856e-06
1.136506245334798,0.3769725721202097,-0.03082953992758768,149344.14652765752,2.5799999999999855e-06
1.1360166226893342,0.37837863755911016,-0.030946232076334273,149344.12919100974,2.5899999999999854e-06
1.1355251714761607,0.3797840674941178,-0.031062890963821584,149344.11178998518,2.5999999999999853e-06
1.1350318924983045,0.38118885954705845,-0.03117951648172762,149344.09432459233,2.609999999999985e-06
1.1345367865618008,0.3825930113407024,-0.031296108521771594,149344.07679483967,2.619999999999985e-06
1.1340398544756924,0.3839965204987679,-0.031412666975714,149344.05920073576,2.629999999999985e-06
1.1335410970520285,0.38539938464592494,-0.03152919173535672,149344.04154228917,2.639999999999985e-06
1.1330405151058638,0.3868016014077985,-0.031645682692543066,149344.0238195085,2.649999999999985e-06
1.1325381094552578,0.38820316841097247,-0.031762139739157924,149344.0060324024,2.6599999999999847e-06
1.1320338809212735,0.3896040832829929,-0.03187856276712778,149343.98818097953,2.6699999999999846e-06
1.131527830327977,0.3910043436523718,-0.03199495166842083,149343.97026524862,2.6799999999999845e-06
1.131019958502436,0.39240394714859056,-0.03211130633504707,149343.95228521837,2.6899999999999844e-06
1.1305102662747197,0.3938028914021036,-0.03222762665905837,149343.9342408976,2.6999999999999843e-06
1.1299987544778964,0.395201174044342,-0.03234391253254855,149343.9161322951,2.7099999999999842e-06
1.1294854239480343,0.39659879270771686,-0.032460163847653475,149343.8979594197,2.719999999999984e-06
1.128970275524199,0.397995745025623,-0.032576380496551136,149343.8797222803,2.729999999999984e-06
1.128453310048454,0.3993920286324426,-0.03269256237146173,149343.8614208858,2.739999999999984e-06
1.1279345283658584,0.4007876411635486,-0.032808709364647755,149343.84305524515,2.749999999999984e-06
1.1274139313244669,0.40218258025530834,-0.03292482136841408,149343.8246253673,2.7599999999999837e-06
1.1268915197753282,0.4035768435450872,-0.03304089827510802,149343.80613126128,2.7699999999999836e-06
1.1263672945724845,0.40497042867125205,-0.03315693997711945,149343.78757293613,2.7799999999999835e-06
1.1258412565729705,0.4063633332731748,-0.033272946366880864,149343.7689504009,2.7899999999999835e-06
1.125313406636812,0.40775555499123617,-0.03338891733686747,149343.75026366476,2.7999999999999834e-06
1.1247837456270253,0.409147091466829,-0.03350485277959725,149343.7315127368,2.8099999999999833e-06
1.1242522744096164,0.4105379403423619,-0.03362075258763108,149343.7126976262,2.819999999999983e-06
1.1237189938535792,0.41192809926126295,-0.03373661665357278,149343.6938183422,2.829999999999983e-06
1.1231839048308956,0.413317565867983,-0.033852444870069234,149343.67487489406,2.839999999999983e-06
1.1226470082165336,0.41470633780799954,-0.03396823712981042,149343.655867291,2.849999999999983e-06
1.1221083048884468,0.41609441272782,-0.034083993325529534,149343.63679554238,2.8599999999999828e-06
1.1215677957275736,0.4174817882749854,-0.034199713350003075,149343.61765965752,2.8699999999999827e-06
1.1210254816178353,0.418868462098074,-0.0343153970960509,149343.59845964584,2.8799999999999826e-06
1.120481363446136,0.42025443184670475,-0.034431044456536324,149343.57919551674,2.8899999999999825e-06
1.119935442102361,0.42163969517154093,-0.03454665532436621,149343.55986727963,2.8999999999999824e-06
1.1193877184793768,0.42302424972429364,-0.03466222959249103,149343.54047494405,2.9099999999999823e-06
1.1188381934730285,0.4244080931577254,-0.03477776715390497,149343.52101851947,2.919999999999982e-06
