R,Z,phi,vR,vZ,vphi,time
1.0391683515094559,0.5853186990624779,-0.04557833473761977,-89693.16360240066,119649.85530965649,-15590.01370657858,4.1230000000000976e-06
1.039078853732861,0.5854384094583215,-0.04559456954933843,-89497.77659487288,119710.39584361085,-16234.811718658013,4.124000000000097e-06
1.0389895733164085,0.5855581942651102,-0.045611439857594756,-89280.41645243973,119784.80678873922,-16870.308256324068,4.125000000000097e-06
1.03890053184916,0.5856780672219756,-0.0456289353233678,-89041.46724842132,119872.95686531042,-17495.46577304515,4.1260000000000965e-06
1.0388117505009038,0.5857980419142136,-0.04564704458685963,-88781.34825619007,119974.69223797448,-18109.26349182803,4.127000000000096e-06
1.0387232499876384,0.5859181317509687,-0.0456657552859344,-88500.51326541707,120089.8367552024,-18710.699074770804,4.128000000000096e-06
1.0386350505377966,0.5860383499431944,-0.0456850540761974,-88199.44984178338,120218.19222560106,-19298.790262998962,4.1290000000000955e-06
1.0385471718592652,0.586158709481925,-0.04570492665268167,-87878.67853134213,120359.5387306788,-19872.57648427376,4.130000000000095e-06
1.0384596331072544,0.5862792231168986,-0.04572535777310729,-87538.75201080972,120513.63497357526,-20431.12042561217,4.131000000000095e-06
1.0383724528530693,0.5863999033355618,-0.0457463312826756,-87180.25418515512,120680.21866320798,-20973.509568312715,4.1320000000000944e-06
1.0382856490538355,0.5865207623424951,-0.04576783014035844,-86803.7992339443,120859.00693322821,-21498.857682840684,4.133000000000094e-06
1.0381992390232275,0.5866418120392902,-0.04578983644663953,-86410.03060798363,121049.69679511897,-22006.30628109021,4.134000000000094e-06
1.0381132394032497,0.586763064004915,-0.04581233147266314,-85999.61997788919,121251.96562471004,-22495.026023608687,4.135000000000093e-06
1.0380276661371135,0.5868845294765963,-0.045835295690742586,-85573.26613629071,121465.4716813279,-22964.218079441467,4.136000000000093e-06
1.037942534443258,0.5870062193312551,-0.04585870880617892,-85131.69385545696,121689.85465874233,-23413.115436331227,4.137000000000093e-06
1.0378578587905558,0.5871281440675221,-0.045882549790338005,-84675.65270220529,121924.73626701733,-23840.98415908698,4.138000000000092e-06
1.0377736528747439,0.5872503137883665,-0.045906796914932026,-84205.91581203057,122169.7208443207,-24247.124594022,4.139000000000092e-06
1.0376899295961195,0.5873727381843642,-0.04593142778744947,-83723.27862445822,122424.3959976957,-24630.872517448122,4.140000000000092e-06
1.037606701038538,0.587495426517636,-0.04595641938767578,-83228.55758169237,122688.33327174795,-24991.60022630558,4.141000000000091e-06
1.0375239784497452,0.5876183876064801,-0.04598174810524488,-82722.58879269267,122961.08884415329,-25328.7175691027,4.142000000000091e-06
1.0374417722230804,0.587741629810727,-0.04600738977816032,-82206.2266648731,123242.20424684574,-25641.672915438183,4.143000000000091e-06
